model_label,q,n_display,rel,leader_share,counts,chosen_role,n
gemma4_31B_dense,5,399,0.06,0.24812030075187969,"[99, 75, 75, 75, 75]",2,9
gemma4_31B_dense,5,399,0.06,0.24812030075187969,"[99, 75, 75, 75, 75]",4,11
gemma4_31B_dense,5,399,0.06,0.24812030075187969,"[99, 75, 75, 75, 75]",3,11
gemma4_31B_dense,5,399,0.1,0.2807017543859649,"[112, 72, 72, 72, 71]",0,146
gemma4_31B_dense,5,399,0.1,0.2807017543859649,"[112, 72, 72, 72, 71]",2,1
gemma4_31B_dense,5,399,0.1,0.2807017543859649,"[112, 72, 72, 72, 71]",3,3
gemma4_31B_dense,5,399,0.15,0.3182957393483709,"[127, 68, 68, 68, 68]",0,150
gemma4_31B_dense,5,399,0.2,0.3583959899749373,"[143, 64, 64, 64, 64]",0,150
gemma4_31B_dense,5,399,0.25,0.39849624060150374,"[159, 60, 60, 60, 60]",0,150
gemma4_31B_dense,5,399,0.4,0.5162907268170426,"[206, 49, 48, 48, 48]",0,150
gemma4_31B_dense,5,399,0.6,0.6741854636591479,"[269, 33, 33, 32, 32]",0,150
gemma4_31B_dense,5,399,0.8,0.8320802005012531,"[332, 17, 17, 17, 16]",0,150
gemma4_31B_dense,5,399,1.0,0.9899749373433584,"[395, 1, 1, 1, 1]",0,150
gemma4_31B_dense,5,799,0.0,0.2002503128911139,"[160, 160, 160, 160, 159]",1,20
gemma4_31B_dense,5,799,0.0,0.2002503128911139,"[160, 160, 160, 160, 159]",0,40
gemma4_31B_dense,5,799,0.0,0.2002503128911139,"[160, 160, 160, 160, 159]",2,32
gemma4_31B_dense,5,799,0.0,0.2002503128911139,"[160, 160, 160, 160, 159]",4,36
gemma4_31B_dense,5,799,0.0,0.2002503128911139,"[160, 160, 160, 160, 159]",3,22
gemma4_31B_dense,5,799,0.03,0.22403003754693368,"[179, 155, 155, 155, 155]",1,25
gemma4_31B_dense,5,799,0.03,0.22403003754693368,"[179, 155, 155, 155, 155]",0,64
gemma4_31B_dense,5,799,0.03,0.22403003754693368,"[179, 155, 155, 155, 155]",4,21
gemma4_31B_dense,5,799,0.03,0.22403003754693368,"[179, 155, 155, 155, 155]",3,20
gemma4_31B_dense,5,799,0.03,0.22403003754693368,"[179, 155, 155, 155, 155]",2,20
gemma4_31B_dense,5,799,0.06,0.24780976220275344,"[198, 151, 150, 150, 150]",0,108
gemma4_31B_dense,5,799,0.06,0.24780976220275344,"[198, 151, 150, 150, 150]",1,11
gemma4_31B_dense,5,799,0.06,0.24780976220275344,"[198, 151, 150, 150, 150]",2,10
gemma4_31B_dense,5,799,0.06,0.24780976220275344,"[198, 151, 150, 150, 150]",3,14
gemma4_31B_dense,5,799,0.06,0.24780976220275344,"[198, 151, 150, 150, 150]",4,7
gemma4_31B_dense,5,799,0.1,0.28035043804755944,"[224, 144, 144, 144, 143]",0,147
gemma4_31B_dense,5,799,0.1,0.28035043804755944,"[224, 144, 144, 144, 143]",3,1
gemma4_31B_dense,5,799,0.1,0.28035043804755944,"[224, 144, 144, 144, 143]",2,2
gemma4_31B_dense,5,799,0.15,0.3191489361702128,"[255, 136, 136, 136, 136]",0,150
gemma4_31B_dense,5,799,0.2,0.3591989987484355,"[287, 128, 128, 128, 128]",0,150
gemma4_31B_dense,5,799,0.25,0.3992490613266583,"[319, 120, 120, 120, 120]",0,150
gemma4_31B_dense,5,799,0.4,0.5181476846057572,"[414, 97, 96, 96, 96]",0,150
gemma4_31B_dense,5,799,0.6,0.6770963704630788,"[541, 65, 65, 64, 64]",0,150
gemma4_31B_dense,5,799,0.8,0.8360450563204005,"[668, 33, 33, 33, 32]",0,150
gemma4_31B_dense,5,799,1.0,0.9949937421777222,"[795, 1, 1, 1, 1]",0,150
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",5,5
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",8,5
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",0,36
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",7,4
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",1,32
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",3,34
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",2,22
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",4,4
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",6,4
gemma4_31B_dense,10,24,0.0,0.125,"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",9,4
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",0.0,118
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",1.0,10
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",2.0,11
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",8.0,1
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",4.0,2
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",,1
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",6.0,4
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",9.0,2
gemma4_31B_dense,10,24,0.06,0.16666666666666666,"[4, 3, 3, 2, 2, 2, 2, 2, 2, 2]",3.0,1
gemma4_31B_dense,10,24,0.15,0.20833333333333334,"[5, 3, 2, 2, 2, 2, 2, 2, 2, 2]",0,149
gemma4_31B_dense,10,24,0.15,0.20833333333333334,"[5, 3, 2, 2, 2, 2, 2, 2, 2, 2]",2,1
gemma4_31B_dense,10,24,0.25,0.25,"[6, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0,150
gemma4_31B_dense,10,24,0.4,0.3333333333333333,"[8, 2, 2, 2, 2, 2, 2, 2, 1, 1]",0,150
gemma4_31B_dense,10,24,0.6,0.4166666666666667,"[10, 2, 2, 2, 2, 2, 1, 1, 1, 1]",0,150
gemma4_31B_dense,10,24,0.8,0.5416666666666666,"[13, 2, 2, 1, 1, 1, 1, 1, 1, 1]",0,150
gemma4_31B_dense,10,24,1.0,0.625,"[15, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,150
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",7,15
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",5,15
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",6,17
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",8,17
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",1,24
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",0,14
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",4,11
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",3,14
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",2,18
gemma4_31B_dense,10,49,0.0,0.10204081632653061,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",9,5
gemma4_31B_dense,10,49,0.1,0.16326530612244897,"[8, 5, 5, 5, 5, 5, 4, 4, 4, 4]",0,143
gemma4_31B_dense,10,49,0.1,0.16326530612244897,"[8, 5, 5, 5, 5, 5, 4, 4, 4, 4]",5,3
gemma4_31B_dense,10,49,0.1,0.16326530612244897,"[8, 5, 5, 5, 5, 5, 4, 4, 4, 4]",3,1
gemma4_31B_dense,10,49,0.1,0.16326530612244897,"[8, 5, 5, 5, 5, 5, 4, 4, 4, 4]",7,1
gemma4_31B_dense,10,49,0.1,0.16326530612244897,"[8, 5, 5, 5, 5, 5, 4, 4, 4, 4]",4,1
gemma4_31B_dense,10,49,0.1,0.16326530612244897,"[8, 5, 5, 5, 5, 5, 4, 4, 4, 4]",9,1
gemma4_31B_dense,10,49,0.25,0.2857142857142857,"[14, 4, 4, 4, 4, 4, 4, 4, 4, 3]",0,150
gemma4_31B_dense,10,49,0.4,0.3877551020408163,"[19, 4, 4, 4, 3, 3, 3, 3, 3, 3]",0,150
gemma4_31B_dense,10,49,0.6,0.5306122448979592,"[26, 3, 3, 3, 3, 3, 2, 2, 2, 2]",0,150
gemma4_31B_dense,10,49,0.8,0.673469387755102,"[33, 2, 2, 2, 2, 2, 2, 2, 1, 1]",0,150
gemma4_31B_dense,10,49,1.0,0.8163265306122449,"[40, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,150
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",3,20
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",5,8
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",0,53
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",2,12
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",7,12
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",4,12
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",8,6
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",1,11
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",6,12
gemma4_31B_dense,10,49,0.03,0.12244897959183673,"[6, 5, 5, 5, 5, 5, 5, 5, 4, 4]",9,4
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",0,112
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",5,5
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",4,6
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",3,8
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",2,7
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",8,1
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",6,5
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",9,3
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",1,2
gemma4_31B_dense,10,49,0.06,0.14285714285714285,"[7, 5, 5, 5, 5, 5, 5, 4, 4, 4]",7,1
gemma4_31B_dense,10,49,0.15,0.20408163265306123,"[10, 5, 5, 5, 4, 4, 4, 4, 4, 4]",0,150
gemma4_31B_dense,10,49,0.2,0.24489795918367346,"[12, 5, 4, 4, 4, 4, 4, 4, 4, 4]",0,150
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",4,14
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",0,17
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",3,18
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",7,18
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",1,19
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",5,19
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",6,11
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",2,11
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",8,14
gemma4_31B_dense,10,99,0.0,0.10101010101010101,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9]",9,9
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",3,17
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",8,8
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",5,11
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",0,47
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",7,4
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",4,10
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",9,11
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",2,19
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",1,9
gemma4_31B_dense,10,99,0.03,0.12121212121212122,"[12, 10, 10, 10, 10, 10, 10, 9, 9, 9]",6,14
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",0,120
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",4,2
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",1,5
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",2,7
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",9,3
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",3,4
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",5,5
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",6,2
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",8,1
gemma4_31B_dense,10,99,0.06,0.15151515151515152,"[15, 10, 10, 10, 9, 9, 9, 9, 9, 9]",7,1
gemma4_31B_dense,10,99,0.1,0.18181818181818182,"[18, 9, 9, 9, 9, 9, 9, 9, 9, 9]",0,143
gemma4_31B_dense,10,99,0.1,0.18181818181818182,"[18, 9, 9, 9, 9, 9, 9, 9, 9, 9]",5,2
gemma4_31B_dense,10,99,0.1,0.18181818181818182,"[18, 9, 9, 9, 9, 9, 9, 9, 9, 9]",1,2
gemma4_31B_dense,10,99,0.1,0.18181818181818182,"[18, 9, 9, 9, 9, 9, 9, 9, 9, 9]",2,1
gemma4_31B_dense,10,99,0.1,0.18181818181818182,"[18, 9, 9, 9, 9, 9, 9, 9, 9, 9]",6,2
gemma4_31B_dense,10,99,0.15,0.2222222222222222,"[22, 9, 9, 9, 9, 9, 8, 8, 8, 8]",0,149
gemma4_31B_dense,10,99,0.15,0.2222222222222222,"[22, 9, 9, 9, 9, 9, 8, 8, 8, 8]",8,1
gemma4_31B_dense,10,99,0.2,0.26262626262626265,"[26, 9, 8, 8, 8, 8, 8, 8, 8, 8]",0,150
gemma4_31B_dense,10,99,0.25,0.30303030303030304,"[30, 8, 8, 8, 8, 8, 8, 7, 7, 7]",0,150
gemma4_31B_dense,10,99,0.4,0.42424242424242425,"[42, 7, 7, 7, 6, 6, 6, 6, 6, 6]",0,150
gemma4_31B_dense,10,99,0.6,0.5858585858585859,"[58, 5, 5, 5, 5, 5, 4, 4, 4, 4]",0,150
gemma4_31B_dense,10,99,0.8,0.7474747474747475,"[74, 3, 3, 3, 3, 3, 3, 3, 2, 2]",0,150
gemma4_31B_dense,10,99,1.0,0.9090909090909091,"[90, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,150
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",2,15
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",4,20
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",0,12
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",6,14
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",3,20
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",9,9
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",7,13
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",5,14
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",8,13
gemma4_31B_dense,10,199,0.0,0.10050251256281408,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 19]",1,20
gemma4_31B_dense,10,199,0.1,0.18592964824120603,"[37, 18, 18, 18, 18, 18, 18, 18, 18, 18]",0,145
gemma4_31B_dense,10,199,0.1,0.18592964824120603,"[37, 18, 18, 18, 18, 18, 18, 18, 18, 18]",1,3
gemma4_31B_dense,10,199,0.1,0.18592964824120603,"[37, 18, 18, 18, 18, 18, 18, 18, 18, 18]",7,2
gemma4_31B_dense,10,199,0.25,0.31155778894472363,"[62, 16, 16, 15, 15, 15, 15, 15, 15, 15]",0,150
gemma4_31B_dense,10,199,0.4,0.44221105527638194,"[88, 13, 13, 13, 12, 12, 12, 12, 12, 12]",0,150
gemma4_31B_dense,10,199,0.6,0.6130653266331658,"[122, 9, 9, 9, 9, 9, 8, 8, 8, 8]",0,150
gemma4_31B_dense,10,199,0.8,0.7839195979899497,"[156, 5, 5, 5, 5, 5, 5, 5, 4, 4]",0,150
gemma4_31B_dense,10,199,1.0,0.9547738693467337,"[190, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,150
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",6,13
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",9,10
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",0,53
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",4,6
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",3,8
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",8,6
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",5,16
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",1,14
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",2,12
gemma4_31B_dense,10,199,0.03,0.12562814070351758,"[25, 20, 20, 20, 19, 19, 19, 19, 19, 19]",7,12
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",8,7
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",0,104
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",6,6
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",3,5
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",4,4
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",7,5
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",2,4
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",9,7
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",1,4
gemma4_31B_dense,10,199,0.06,0.1507537688442211,"[30, 19, 19, 19, 19, 19, 19, 19, 18, 18]",5,4
gemma4_31B_dense,10,199,0.15,0.23115577889447236,"[46, 17, 17, 17, 17, 17, 17, 17, 17, 17]",0,149
gemma4_31B_dense,10,199,0.15,0.23115577889447236,"[46, 17, 17, 17, 17, 17, 17, 17, 17, 17]",8,1
gemma4_31B_dense,10,199,0.2,0.271356783919598,"[54, 17, 16, 16, 16, 16, 16, 16, 16, 16]",0,150
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",0,14
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",8,23
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",5,14
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",7,16
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",1,17
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",9,14
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",6,15
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",4,11
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",3,14
gemma4_31B_dense,10,399,0.0,0.10025062656641603,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 39]",2,12
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",1,6
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",7,13
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",0,51
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",9,13
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",6,6
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",4,11
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",3,14
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",5,16
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",8,8
gemma4_31B_dense,10,399,0.03,0.12531328320802004,"[50, 39, 39, 39, 39, 39, 39, 39, 38, 38]",2,12
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",0,107
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",2,6
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",9,8
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",1,6
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",5,4
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",4,6
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",7,4
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",3,4
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",6,2
gemma4_31B_dense,10,399,0.06,0.15288220551378445,"[61, 38, 38, 38, 38, 38, 37, 37, 37, 37]",8,3
gemma4_31B_dense,10,399,0.1,0.18796992481203006,"[75, 36, 36, 36, 36, 36, 36, 36, 36, 36]",0,147
gemma4_31B_dense,10,399,0.1,0.18796992481203006,"[75, 36, 36, 36, 36, 36, 36, 36, 36, 36]",7,1
gemma4_31B_dense,10,399,0.1,0.18796992481203006,"[75, 36, 36, 36, 36, 36, 36, 36, 36, 36]",4,1
gemma4_31B_dense,10,399,0.1,0.18796992481203006,"[75, 36, 36, 36, 36, 36, 36, 36, 36, 36]",1,1
gemma4_31B_dense,10,399,0.15,0.23057644110275688,"[92, 35, 34, 34, 34, 34, 34, 34, 34, 34]",0,150
gemma4_31B_dense,10,399,0.2,0.2756892230576441,"[110, 33, 32, 32, 32, 32, 32, 32, 32, 32]",0,150
