run,step,time,magnetization,coordination_level,invalid_count
19,374,7.48,0.72,0.72,0
0,375,7.5,-0.48,0.48,0
1,375,7.5,0.6,0.6,0
2,375,7.5,-0.48,0.48,0
3,375,7.5,-0.36,0.36,0
4,375,7.5,0.88,0.88,0
5,375,7.5,-0.56,0.56,0
6,375,7.5,-0.28,0.28,0
7,375,7.5,0.52,0.52,0
8,375,7.5,0.52,0.52,0
9,375,7.5,-0.4,0.4,0
10,375,7.5,0.44,0.44,0
11,375,7.5,0.52,0.52,0
12,375,7.5,-0.72,0.72,0
13,375,7.5,-1.0,1.0,0
14,375,7.5,-0.6,0.6,0
15,375,7.5,0.52,0.52,0
16,375,7.5,0.52,0.52,0
17,375,7.5,0.6,0.6,0
18,375,7.5,0.52,0.52,0
19,375,7.5,0.72,0.72,0
0,376,7.52,-0.48,0.48,0
1,376,7.52,0.6,0.6,0
2,376,7.52,-0.48,0.48,0
3,376,7.52,-0.4,0.4,0
4,376,7.52,0.88,0.88,0
5,376,7.52,-0.6,0.6,0
6,376,7.52,-0.24,0.24,0
7,376,7.52,0.48,0.48,0
8,376,7.52,0.48,0.48,0
9,376,7.52,-0.44,0.44,0
10,376,7.52,0.4,0.4,0
11,376,7.52,0.52,0.52,0
12,376,7.52,-0.68,0.68,0
13,376,7.52,-1.0,1.0,0
14,376,7.52,-0.56,0.56,0
15,376,7.52,0.56,0.56,0
16,376,7.52,0.52,0.52,0
17,376,7.52,0.6,0.6,0
18,376,7.52,0.48,0.48,0
19,376,7.52,0.76,0.76,0
0,377,7.54,-0.48,0.48,0
1,377,7.54,0.6,0.6,0
2,377,7.54,-0.52,0.52,0
3,377,7.54,-0.4,0.4,0
4,377,7.54,0.92,0.92,0
5,377,7.54,-0.64,0.64,0
6,377,7.54,-0.28,0.28,0
7,377,7.54,0.52,0.52,0
8,377,7.54,0.44,0.44,0
9,377,7.54,-0.48,0.48,0
10,377,7.54,0.44,0.44,0
11,377,7.54,0.52,0.52,0
12,377,7.54,-0.68,0.68,0
13,377,7.54,-1.0,1.0,0
14,377,7.54,-0.52,0.52,0
15,377,7.54,0.56,0.56,0
16,377,7.54,0.52,0.52,0
17,377,7.54,0.56,0.56,0
18,377,7.54,0.52,0.52,0
19,377,7.54,0.76,0.76,0
0,378,7.56,-0.52,0.52,0
1,378,7.56,0.6,0.6,0
2,378,7.56,-0.48,0.48,0
3,378,7.56,-0.4,0.4,0
4,378,7.56,0.88,0.88,0
5,378,7.56,-0.64,0.64,0
6,378,7.56,-0.32,0.32,0
7,378,7.56,0.56,0.56,0
8,378,7.56,0.44,0.44,0
9,378,7.56,-0.48,0.48,0
10,378,7.56,0.44,0.44,0
11,378,7.56,0.52,0.52,0
12,378,7.56,-0.68,0.68,0
13,378,7.56,-1.0,1.0,0
14,378,7.56,-0.48,0.48,0
15,378,7.56,0.52,0.52,0
16,378,7.56,0.52,0.52,0
17,378,7.56,0.56,0.56,0
18,378,7.56,0.52,0.52,0
19,378,7.56,0.76,0.76,0
0,379,7.58,-0.48,0.48,0
1,379,7.58,0.6,0.6,0
2,379,7.58,-0.52,0.52,0
3,379,7.58,-0.4,0.4,0
4,379,7.58,0.88,0.88,0
5,379,7.58,-0.64,0.64,0
6,379,7.58,-0.32,0.32,0
7,379,7.58,0.52,0.52,0
8,379,7.58,0.44,0.44,0
9,379,7.58,-0.48,0.48,0
10,379,7.58,0.44,0.44,0
11,379,7.58,0.56,0.56,0
12,379,7.58,-0.68,0.68,0
13,379,7.58,-1.0,1.0,0
14,379,7.58,-0.48,0.48,0
15,379,7.58,0.52,0.52,0
16,379,7.58,0.48,0.48,0
17,379,7.58,0.56,0.56,0
18,379,7.58,0.48,0.48,0
19,379,7.58,0.76,0.76,0
0,380,7.6,-0.48,0.48,0
1,380,7.6,0.6,0.6,0
2,380,7.6,-0.56,0.56,0
3,380,7.6,-0.4,0.4,0
4,380,7.6,0.88,0.88,0
5,380,7.6,-0.64,0.64,0
6,380,7.6,-0.32,0.32,0
7,380,7.6,0.56,0.56,0
8,380,7.6,0.44,0.44,0
9,380,7.6,-0.48,0.48,0
10,380,7.6,0.44,0.44,0
11,380,7.6,0.56,0.56,0
12,380,7.6,-0.68,0.68,0
13,380,7.6,-1.0,1.0,0
14,380,7.6,-0.48,0.48,0
15,380,7.6,0.52,0.52,0
16,380,7.6,0.48,0.48,0
17,380,7.6,0.56,0.56,0
18,380,7.6,0.48,0.48,0
19,380,7.6,0.76,0.76,0
0,381,7.62,-0.44,0.44,0
1,381,7.62,0.64,0.64,0
2,381,7.62,-0.6,0.6,0
3,381,7.62,-0.36,0.36,0
4,381,7.62,0.88,0.88,0
5,381,7.62,-0.64,0.64,0
6,381,7.62,-0.32,0.32,0
7,381,7.62,0.6,0.6,0
8,381,7.62,0.44,0.44,0
9,381,7.62,-0.48,0.48,0
10,381,7.62,0.44,0.44,0
11,381,7.62,0.6,0.6,0
12,381,7.62,-0.64,0.64,0
13,381,7.62,-1.0,1.0,0
14,381,7.62,-0.44,0.44,0
15,381,7.62,0.52,0.52,0
16,381,7.62,0.48,0.48,0
17,381,7.62,0.52,0.52,0
18,381,7.62,0.48,0.48,0
19,381,7.62,0.76,0.76,0
0,382,7.64,-0.48,0.48,0
1,382,7.64,0.64,0.64,0
2,382,7.64,-0.6,0.6,0
3,382,7.64,-0.36,0.36,0
4,382,7.64,0.88,0.88,0
5,382,7.64,-0.68,0.68,0
6,382,7.64,-0.32,0.32,0
7,382,7.64,0.6,0.6,0
8,382,7.64,0.44,0.44,0
9,382,7.64,-0.44,0.44,0
10,382,7.64,0.44,0.44,0
11,382,7.64,0.56,0.56,0
12,382,7.64,-0.64,0.64,0
13,382,7.64,-1.0,1.0,0
14,382,7.64,-0.4,0.4,0
15,382,7.64,0.52,0.52,0
16,382,7.64,0.48,0.48,0
17,382,7.64,0.52,0.52,0
18,382,7.64,0.52,0.52,0
19,382,7.64,0.72,0.72,0
0,383,7.66,-0.52,0.52,0
1,383,7.66,0.64,0.64,0
2,383,7.66,-0.6,0.6,0
3,383,7.66,-0.36,0.36,0
4,383,7.66,0.88,0.88,0
5,383,7.66,-0.68,0.68,0
6,383,7.66,-0.36,0.36,0
7,383,7.66,0.6,0.6,0
8,383,7.66,0.44,0.44,0
9,383,7.66,-0.44,0.44,0
10,383,7.66,0.4,0.4,0
11,383,7.66,0.56,0.56,0
12,383,7.66,-0.64,0.64,0
13,383,7.66,-1.0,1.0,0
14,383,7.66,-0.4,0.4,0
15,383,7.66,0.52,0.52,0
16,383,7.66,0.48,0.48,0
17,383,7.66,0.52,0.52,0
18,383,7.66,0.52,0.52,0
19,383,7.66,0.72,0.72,0
0,384,7.68,-0.48,0.48,0
1,384,7.68,0.64,0.64,0
2,384,7.68,-0.6,0.6,0
3,384,7.68,-0.36,0.36,0
4,384,7.68,0.88,0.88,0
5,384,7.68,-0.72,0.72,0
6,384,7.68,-0.36,0.36,0
7,384,7.68,0.6,0.6,0
8,384,7.68,0.4,0.4,0
9,384,7.68,-0.4,0.4,0
10,384,7.68,0.4,0.4,0
11,384,7.68,0.56,0.56,0
12,384,7.68,-0.68,0.68,0
13,384,7.68,-1.0,1.0,0
14,384,7.68,-0.4,0.4,0
15,384,7.68,0.48,0.48,0
16,384,7.68,0.44,0.44,0
17,384,7.68,0.52,0.52,0
18,384,7.68,0.52,0.52,0
19,384,7.68,0.72,0.72,0
0,385,7.7,-0.48,0.48,0
1,385,7.7,0.64,0.64,0
2,385,7.7,-0.6,0.6,0
3,385,7.7,-0.36,0.36,0
4,385,7.7,0.88,0.88,0
5,385,7.7,-0.68,0.68,0
6,385,7.7,-0.36,0.36,0
7,385,7.7,0.6,0.6,0
8,385,7.7,0.4,0.4,0
9,385,7.7,-0.4,0.4,0
10,385,7.7,0.4,0.4,0
11,385,7.7,0.6,0.6,0
12,385,7.7,-0.68,0.68,0
13,385,7.7,-1.0,1.0,0
14,385,7.7,-0.4,0.4,0
15,385,7.7,0.48,0.48,0
16,385,7.7,0.4,0.4,0
17,385,7.7,0.48,0.48,0
18,385,7.7,0.48,0.48,0
19,385,7.7,0.72,0.72,0
0,386,7.72,-0.48,0.48,0
1,386,7.72,0.64,0.64,0
2,386,7.72,-0.6,0.6,0
3,386,7.72,-0.4,0.4,0
4,386,7.72,0.88,0.88,0
5,386,7.72,-0.64,0.64,0
6,386,7.72,-0.36,0.36,0
7,386,7.72,0.6,0.6,0
8,386,7.72,0.44,0.44,0
9,386,7.72,-0.44,0.44,0
10,386,7.72,0.4,0.4,0
11,386,7.72,0.64,0.64,0
12,386,7.72,-0.64,0.64,0
13,386,7.72,-1.0,1.0,0
14,386,7.72,-0.4,0.4,0
15,386,7.72,0.48,0.48,0
16,386,7.72,0.4,0.4,0
17,386,7.72,0.44,0.44,0
18,386,7.72,0.48,0.48,0
19,386,7.72,0.72,0.72,0
0,387,7.74,-0.52,0.52,0
1,387,7.74,0.68,0.68,0
2,387,7.74,-0.6,0.6,0
3,387,7.74,-0.4,0.4,0
4,387,7.74,0.88,0.88,0
5,387,7.74,-0.64,0.64,0
6,387,7.74,-0.36,0.36,0
7,387,7.74,0.64,0.64,0
8,387,7.74,0.44,0.44,0
9,387,7.74,-0.44,0.44,0
10,387,7.74,0.44,0.44,0
11,387,7.74,0.64,0.64,0
12,387,7.74,-0.6,0.6,0
13,387,7.74,-1.0,1.0,0
14,387,7.74,-0.4,0.4,0
15,387,7.74,0.48,0.48,0
16,387,7.74,0.4,0.4,0
17,387,7.74,0.44,0.44,0
18,387,7.74,0.48,0.48,0
19,387,7.74,0.72,0.72,0
0,388,7.76,-0.52,0.52,0
1,388,7.76,0.68,0.68,0
2,388,7.76,-0.6,0.6,0
3,388,7.76,-0.44,0.44,0
4,388,7.76,0.92,0.92,0
5,388,7.76,-0.64,0.64,0
6,388,7.76,-0.4,0.4,0
7,388,7.76,0.64,0.64,0
8,388,7.76,0.44,0.44,0
9,388,7.76,-0.44,0.44,0
10,388,7.76,0.44,0.44,0
11,388,7.76,0.6,0.6,0
12,388,7.76,-0.6,0.6,0
13,388,7.76,-1.0,1.0,0
14,388,7.76,-0.4,0.4,0
15,388,7.76,0.44,0.44,0
16,388,7.76,0.4,0.4,0
17,388,7.76,0.44,0.44,0
18,388,7.76,0.48,0.48,0
19,388,7.76,0.76,0.76,0
0,389,7.78,-0.48,0.48,0
1,389,7.78,0.64,0.64,0
2,389,7.78,-0.6,0.6,0
3,389,7.78,-0.4,0.4,0
4,389,7.78,0.92,0.92,0
5,389,7.78,-0.68,0.68,0
6,389,7.78,-0.4,0.4,0
7,389,7.78,0.64,0.64,0
8,389,7.78,0.48,0.48,0
9,389,7.78,-0.48,0.48,0
10,389,7.78,0.44,0.44,0
11,389,7.78,0.56,0.56,0
12,389,7.78,-0.56,0.56,0
13,389,7.78,-1.0,1.0,0
14,389,7.78,-0.4,0.4,0
15,389,7.78,0.44,0.44,0
16,389,7.78,0.4,0.4,0
17,389,7.78,0.48,0.48,0
18,389,7.78,0.52,0.52,0
19,389,7.78,0.76,0.76,0
0,390,7.8,-0.48,0.48,0
1,390,7.8,0.64,0.64,0
2,390,7.8,-0.6,0.6,0
3,390,7.8,-0.4,0.4,0
4,390,7.8,0.92,0.92,0
5,390,7.8,-0.68,0.68,0
6,390,7.8,-0.36,0.36,0
7,390,7.8,0.64,0.64,0
8,390,7.8,0.48,0.48,0
9,390,7.8,-0.48,0.48,0
10,390,7.8,0.4,0.4,0
11,390,7.8,0.56,0.56,0
12,390,7.8,-0.6,0.6,0
13,390,7.8,-1.0,1.0,0
14,390,7.8,-0.36,0.36,0
15,390,7.8,0.4,0.4,0
16,390,7.8,0.44,0.44,0
17,390,7.8,0.48,0.48,0
18,390,7.8,0.52,0.52,0
19,390,7.8,0.76,0.76,0
0,391,7.82,-0.52,0.52,0
1,391,7.82,0.64,0.64,0
2,391,7.82,-0.6,0.6,0
3,391,7.82,-0.4,0.4,0
4,391,7.82,0.92,0.92,0
5,391,7.82,-0.68,0.68,0
6,391,7.82,-0.36,0.36,0
7,391,7.82,0.64,0.64,0
8,391,7.82,0.48,0.48,0
9,391,7.82,-0.52,0.52,0
10,391,7.82,0.44,0.44,0
11,391,7.82,0.56,0.56,0
12,391,7.82,-0.6,0.6,0
13,391,7.82,-1.0,1.0,0
14,391,7.82,-0.36,0.36,0
15,391,7.82,0.36,0.36,0
16,391,7.82,0.44,0.44,0
17,391,7.82,0.48,0.48,0
18,391,7.82,0.48,0.48,0
19,391,7.82,0.72,0.72,0
0,392,7.84,-0.52,0.52,0
1,392,7.84,0.6,0.6,0
2,392,7.84,-0.6,0.6,0
3,392,7.84,-0.36,0.36,0
4,392,7.84,0.92,0.92,0
5,392,7.84,-0.72,0.72,0
6,392,7.84,-0.4,0.4,0
7,392,7.84,0.64,0.64,0
8,392,7.84,0.48,0.48,0
9,392,7.84,-0.48,0.48,0
10,392,7.84,0.4,0.4,0
11,392,7.84,0.56,0.56,0
12,392,7.84,-0.64,0.64,0
13,392,7.84,-1.0,1.0,0
14,392,7.84,-0.32,0.32,0
15,392,7.84,0.36,0.36,0
16,392,7.84,0.48,0.48,0
17,392,7.84,0.48,0.48,0
18,392,7.84,0.48,0.48,0
19,392,7.84,0.72,0.72,0
0,393,7.86,-0.56,0.56,0
1,393,7.86,0.6,0.6,0
2,393,7.86,-0.6,0.6,0
3,393,7.86,-0.32,0.32,0
4,393,7.86,0.88,0.88,0
5,393,7.86,-0.68,0.68,0
6,393,7.86,-0.4,0.4,0
7,393,7.86,0.64,0.64,0
8,393,7.86,0.48,0.48,0
9,393,7.86,-0.48,0.48,0
10,393,7.86,0.4,0.4,0
11,393,7.86,0.56,0.56,0
12,393,7.86,-0.64,0.64,0
13,393,7.86,-1.0,1.0,0
14,393,7.86,-0.36,0.36,0
15,393,7.86,0.4,0.4,0
16,393,7.86,0.48,0.48,0
17,393,7.86,0.48,0.48,0
18,393,7.86,0.52,0.52,0
19,393,7.86,0.72,0.72,0
0,394,7.88,-0.56,0.56,0
1,394,7.88,0.6,0.6,0
2,394,7.88,-0.56,0.56,0
3,394,7.88,-0.32,0.32,0
4,394,7.88,0.88,0.88,0
5,394,7.88,-0.68,0.68,0
6,394,7.88,-0.36,0.36,0
7,394,7.88,0.64,0.64,0
8,394,7.88,0.48,0.48,0
9,394,7.88,-0.48,0.48,0
10,394,7.88,0.44,0.44,0
11,394,7.88,0.56,0.56,0
12,394,7.88,-0.64,0.64,0
13,394,7.88,-1.0,1.0,0
14,394,7.88,-0.36,0.36,0
15,394,7.88,0.44,0.44,0
16,394,7.88,0.44,0.44,0
17,394,7.88,0.52,0.52,0
18,394,7.88,0.52,0.52,0
19,394,7.88,0.72,0.72,0
0,395,7.9,-0.6,0.6,0
1,395,7.9,0.6,0.6,0
2,395,7.9,-0.56,0.56,0
3,395,7.9,-0.36,0.36,0
4,395,7.9,0.92,0.92,0
5,395,7.9,-0.68,0.68,0
6,395,7.9,-0.36,0.36,0
7,395,7.9,0.64,0.64,0
8,395,7.9,0.48,0.48,0
9,395,7.9,-0.52,0.52,0
10,395,7.9,0.44,0.44,0
11,395,7.9,0.56,0.56,0
12,395,7.9,-0.64,0.64,0
13,395,7.9,-1.0,1.0,0
14,395,7.9,-0.36,0.36,0
15,395,7.9,0.4,0.4,0
16,395,7.9,0.44,0.44,0
17,395,7.9,0.52,0.52,0
18,395,7.9,0.52,0.52,0
19,395,7.9,0.76,0.76,0
0,396,7.92,-0.64,0.64,0
1,396,7.92,0.6,0.6,0
2,396,7.92,-0.56,0.56,0
3,396,7.92,-0.32,0.32,0
4,396,7.92,0.92,0.92,0
5,396,7.92,-0.68,0.68,0
6,396,7.92,-0.32,0.32,0
7,396,7.92,0.64,0.64,0
8,396,7.92,0.48,0.48,0
9,396,7.92,-0.52,0.52,0
10,396,7.92,0.44,0.44,0
11,396,7.92,0.56,0.56,0
12,396,7.92,-0.64,0.64,0
13,396,7.92,-1.0,1.0,0
14,396,7.92,-0.36,0.36,0
15,396,7.92,0.44,0.44,0
16,396,7.92,0.4,0.4,0
17,396,7.92,0.52,0.52,0
18,396,7.92,0.48,0.48,0
19,396,7.92,0.76,0.76,0
0,397,7.94,-0.64,0.64,0
1,397,7.94,0.56,0.56,0
2,397,7.94,-0.56,0.56,0
3,397,7.94,-0.36,0.36,0
4,397,7.94,0.92,0.92,0
5,397,7.94,-0.68,0.68,0
6,397,7.94,-0.32,0.32,0
7,397,7.94,0.68,0.68,0
8,397,7.94,0.52,0.52,0
9,397,7.94,-0.52,0.52,0
10,397,7.94,0.44,0.44,0
11,397,7.94,0.56,0.56,0
12,397,7.94,-0.64,0.64,0
13,397,7.94,-1.0,1.0,0
14,397,7.94,-0.36,0.36,0
15,397,7.94,0.44,0.44,0
16,397,7.94,0.4,0.4,0
17,397,7.94,0.52,0.52,0
18,397,7.94,0.48,0.48,0
19,397,7.94,0.72,0.72,0
0,398,7.96,-0.6,0.6,0
1,398,7.96,0.6,0.6,0
2,398,7.96,-0.6,0.6,0
3,398,7.96,-0.4,0.4,0
4,398,7.96,0.88,0.88,0
5,398,7.96,-0.68,0.68,0
6,398,7.96,-0.28,0.28,0
7,398,7.96,0.68,0.68,0
8,398,7.96,0.52,0.52,0
9,398,7.96,-0.56,0.56,0
10,398,7.96,0.44,0.44,0
11,398,7.96,0.6,0.6,0
12,398,7.96,-0.64,0.64,0
13,398,7.96,-1.0,1.0,0
14,398,7.96,-0.32,0.32,0
15,398,7.96,0.44,0.44,0
16,398,7.96,0.36,0.36,0
17,398,7.96,0.52,0.52,0
18,398,7.96,0.52,0.52,0
19,398,7.96,0.76,0.76,0
0,399,7.98,-0.56,0.56,0
1,399,7.98,0.6,0.6,0
2,399,7.98,-0.6,0.6,0
3,399,7.98,-0.44,0.44,0
4,399,7.98,0.88,0.88,0
5,399,7.98,-0.68,0.68,0
6,399,7.98,-0.24,0.24,0
7,399,7.98,0.68,0.68,0
8,399,7.98,0.52,0.52,0
9,399,7.98,-0.52,0.52,0
10,399,7.98,0.48,0.48,0
11,399,7.98,0.6,0.6,0
12,399,7.98,-0.64,0.64,0
13,399,7.98,-1.0,1.0,0
14,399,7.98,-0.28,0.28,0
15,399,7.98,0.44,0.44,0
16,399,7.98,0.32,0.32,0
17,399,7.98,0.52,0.52,0
18,399,7.98,0.56,0.56,0
19,399,7.98,0.76,0.76,0
0,400,8.0,-0.56,0.56,0
1,400,8.0,0.6,0.6,0
2,400,8.0,-0.6,0.6,0
3,400,8.0,-0.44,0.44,0
4,400,8.0,0.88,0.88,0
5,400,8.0,-0.68,0.68,0
6,400,8.0,-0.28,0.28,0
7,400,8.0,0.72,0.72,0
8,400,8.0,0.56,0.56,0
9,400,8.0,-0.52,0.52,0
10,400,8.0,0.48,0.48,0
11,400,8.0,0.64,0.64,0
12,400,8.0,-0.6,0.6,0
13,400,8.0,-1.0,1.0,0
14,400,8.0,-0.24,0.24,0
15,400,8.0,0.4,0.4,0
16,400,8.0,0.36,0.36,0
17,400,8.0,0.56,0.56,0
18,400,8.0,0.56,0.56,0
19,400,8.0,0.76,0.76,0
0,401,8.02,-0.6,0.6,0
1,401,8.02,0.6,0.6,0
2,401,8.02,-0.64,0.64,0
3,401,8.02,-0.44,0.44,0
4,401,8.02,0.88,0.88,0
5,401,8.02,-0.68,0.68,0
6,401,8.02,-0.28,0.28,0
7,401,8.02,0.72,0.72,0
8,401,8.02,0.56,0.56,0
9,401,8.02,-0.56,0.56,0
10,401,8.02,0.44,0.44,0
11,401,8.02,0.64,0.64,0
12,401,8.02,-0.56,0.56,0
13,401,8.02,-1.0,1.0,0
14,401,8.02,-0.24,0.24,0
15,401,8.02,0.44,0.44,0
16,401,8.02,0.36,0.36,0
17,401,8.02,0.56,0.56,0
18,401,8.02,0.56,0.56,0
19,401,8.02,0.76,0.76,0
0,402,8.04,-0.6,0.6,0
1,402,8.04,0.56,0.56,0
2,402,8.04,-0.68,0.68,0
3,402,8.04,-0.44,0.44,0
4,402,8.04,0.88,0.88,0
5,402,8.04,-0.68,0.68,0
6,402,8.04,-0.28,0.28,0
7,402,8.04,0.72,0.72,0
8,402,8.04,0.56,0.56,0
9,402,8.04,-0.6,0.6,0
10,402,8.04,0.44,0.44,0
11,402,8.04,0.68,0.68,0
12,402,8.04,-0.56,0.56,0
13,402,8.04,-1.0,1.0,0
14,402,8.04,-0.24,0.24,0
15,402,8.04,0.48,0.48,0
16,402,8.04,0.32,0.32,0
17,402,8.04,0.6,0.6,0
18,402,8.04,0.52,0.52,0
19,402,8.04,0.76,0.76,0
0,403,8.06,-0.6,0.6,0
1,403,8.06,0.56,0.56,0
2,403,8.06,-0.68,0.68,0
3,403,8.06,-0.48,0.48,0
4,403,8.06,0.88,0.88,0
5,403,8.06,-0.68,0.68,0
6,403,8.06,-0.28,0.28,0
7,403,8.06,0.72,0.72,0
8,403,8.06,0.52,0.52,0
9,403,8.06,-0.6,0.6,0
10,403,8.06,0.44,0.44,0
11,403,8.06,0.72,0.72,0
12,403,8.06,-0.56,0.56,0
13,403,8.06,-1.0,1.0,0
14,403,8.06,-0.2,0.2,0
15,403,8.06,0.48,0.48,0
16,403,8.06,0.32,0.32,0
17,403,8.06,0.6,0.6,0
18,403,8.06,0.52,0.52,0
19,403,8.06,0.76,0.76,0
0,404,8.08,-0.6,0.6,0
1,404,8.08,0.56,0.56,0
2,404,8.08,-0.68,0.68,0
3,404,8.08,-0.48,0.48,0
4,404,8.08,0.88,0.88,0
5,404,8.08,-0.72,0.72,0
6,404,8.08,-0.32,0.32,0
7,404,8.08,0.72,0.72,0
8,404,8.08,0.52,0.52,0
9,404,8.08,-0.6,0.6,0
10,404,8.08,0.44,0.44,0
11,404,8.08,0.72,0.72,0
12,404,8.08,-0.52,0.52,0
13,404,8.08,-1.0,1.0,0
14,404,8.08,-0.2,0.2,0
15,404,8.08,0.52,0.52,0
16,404,8.08,0.32,0.32,0
17,404,8.08,0.56,0.56,0
18,404,8.08,0.48,0.48,0
19,404,8.08,0.72,0.72,0
0,405,8.1,-0.6,0.6,0
1,405,8.1,0.6,0.6,0
2,405,8.1,-0.64,0.64,0
3,405,8.1,-0.52,0.52,0
4,405,8.1,0.88,0.88,0
5,405,8.1,-0.72,0.72,0
6,405,8.1,-0.32,0.32,0
7,405,8.1,0.72,0.72,0
8,405,8.1,0.52,0.52,0
9,405,8.1,-0.6,0.6,0
10,405,8.1,0.48,0.48,0
11,405,8.1,0.72,0.72,0
12,405,8.1,-0.56,0.56,0
13,405,8.1,-1.0,1.0,0
14,405,8.1,-0.2,0.2,0
15,405,8.1,0.52,0.52,0
16,405,8.1,0.32,0.32,0
17,405,8.1,0.52,0.52,0
18,405,8.1,0.48,0.48,0
19,405,8.1,0.72,0.72,0
0,406,8.12,-0.6,0.6,0
1,406,8.12,0.6,0.6,0
2,406,8.12,-0.64,0.64,0
3,406,8.12,-0.48,0.48,0
4,406,8.12,0.88,0.88,0
5,406,8.12,-0.76,0.76,0
6,406,8.12,-0.28,0.28,0
7,406,8.12,0.72,0.72,0
8,406,8.12,0.52,0.52,0
9,406,8.12,-0.6,0.6,0
10,406,8.12,0.48,0.48,0
11,406,8.12,0.68,0.68,0
12,406,8.12,-0.56,0.56,0
13,406,8.12,-1.0,1.0,0
14,406,8.12,-0.2,0.2,0
15,406,8.12,0.48,0.48,0
16,406,8.12,0.32,0.32,0
17,406,8.12,0.52,0.52,0
18,406,8.12,0.48,0.48,0
19,406,8.12,0.76,0.76,0
0,407,8.14,-0.6,0.6,0
1,407,8.14,0.6,0.6,0
2,407,8.14,-0.64,0.64,0
3,407,8.14,-0.48,0.48,0
4,407,8.14,0.88,0.88,0
5,407,8.14,-0.72,0.72,0
6,407,8.14,-0.28,0.28,0
7,407,8.14,0.72,0.72,0
8,407,8.14,0.52,0.52,0
9,407,8.14,-0.6,0.6,0
10,407,8.14,0.48,0.48,0
11,407,8.14,0.68,0.68,0
12,407,8.14,-0.56,0.56,0
13,407,8.14,-1.0,1.0,0
14,407,8.14,-0.24,0.24,0
15,407,8.14,0.52,0.52,0
16,407,8.14,0.36,0.36,0
17,407,8.14,0.52,0.52,0
18,407,8.14,0.48,0.48,0
19,407,8.14,0.76,0.76,0
0,408,8.16,-0.64,0.64,0
1,408,8.16,0.6,0.6,0
2,408,8.16,-0.68,0.68,0
3,408,8.16,-0.44,0.44,0
4,408,8.16,0.84,0.84,0
5,408,8.16,-0.72,0.72,0
6,408,8.16,-0.24,0.24,0
7,408,8.16,0.72,0.72,0
8,408,8.16,0.56,0.56,0
9,408,8.16,-0.6,0.6,0
10,408,8.16,0.48,0.48,0
11,408,8.16,0.64,0.64,0
12,408,8.16,-0.56,0.56,0
13,408,8.16,-1.0,1.0,0
14,408,8.16,-0.24,0.24,0
15,408,8.16,0.48,0.48,0
16,408,8.16,0.4,0.4,0
17,408,8.16,0.52,0.52,0
18,408,8.16,0.48,0.48,0
19,408,8.16,0.76,0.76,0
0,409,8.18,-0.68,0.68,0
1,409,8.18,0.6,0.6,0
2,409,8.18,-0.68,0.68,0
3,409,8.18,-0.4,0.4,0
4,409,8.18,0.84,0.84,0
5,409,8.18,-0.72,0.72,0
6,409,8.18,-0.2,0.2,0
7,409,8.18,0.72,0.72,0
8,409,8.18,0.52,0.52,0
9,409,8.18,-0.6,0.6,0
10,409,8.18,0.48,0.48,0
11,409,8.18,0.64,0.64,0
12,409,8.18,-0.52,0.52,0
13,409,8.18,-1.0,1.0,0
14,409,8.18,-0.24,0.24,0
15,409,8.18,0.44,0.44,0
16,409,8.18,0.4,0.4,0
17,409,8.18,0.56,0.56,0
18,409,8.18,0.48,0.48,0
19,409,8.18,0.72,0.72,0
0,410,8.2,-0.72,0.72,0
1,410,8.2,0.56,0.56,0
2,410,8.2,-0.64,0.64,0
3,410,8.2,-0.44,0.44,0
4,410,8.2,0.84,0.84,0
5,410,8.2,-0.76,0.76,0
6,410,8.2,-0.16,0.16,0
7,410,8.2,0.72,0.72,0
8,410,8.2,0.52,0.52,0
9,410,8.2,-0.6,0.6,0
10,410,8.2,0.48,0.48,0
11,410,8.2,0.68,0.68,0
12,410,8.2,-0.52,0.52,0
13,410,8.2,-1.0,1.0,0
14,410,8.2,-0.24,0.24,0
15,410,8.2,0.4,0.4,0
16,410,8.2,0.4,0.4,0
17,410,8.2,0.56,0.56,0
18,410,8.2,0.48,0.48,0
19,410,8.2,0.76,0.76,0
0,411,8.22,-0.76,0.76,0
1,411,8.22,0.52,0.52,0
2,411,8.22,-0.64,0.64,0
3,411,8.22,-0.44,0.44,0
4,411,8.22,0.8,0.8,0
5,411,8.22,-0.76,0.76,0
6,411,8.22,-0.16,0.16,0
7,411,8.22,0.72,0.72,0
8,411,8.22,0.52,0.52,0
9,411,8.22,-0.6,0.6,0
10,411,8.22,0.52,0.52,0
11,411,8.22,0.72,0.72,0
12,411,8.22,-0.52,0.52,0
13,411,8.22,-1.0,1.0,0
14,411,8.22,-0.24,0.24,0
15,411,8.22,0.36,0.36,0
16,411,8.22,0.44,0.44,0
17,411,8.22,0.56,0.56,0
18,411,8.22,0.48,0.48,0
19,411,8.22,0.76,0.76,0
0,412,8.24,-0.76,0.76,0
1,412,8.24,0.56,0.56,0
2,412,8.24,-0.64,0.64,0
3,412,8.24,-0.44,0.44,0
4,412,8.24,0.8,0.8,0
5,412,8.24,-0.76,0.76,0
6,412,8.24,-0.16,0.16,0
7,412,8.24,0.72,0.72,0
8,412,8.24,0.56,0.56,0
9,412,8.24,-0.6,0.6,0
10,412,8.24,0.52,0.52,0
11,412,8.24,0.72,0.72,0
12,412,8.24,-0.52,0.52,0
13,412,8.24,-1.0,1.0,0
14,412,8.24,-0.24,0.24,0
15,412,8.24,0.36,0.36,0
